sampling_round,collector,time,date,cloud cover,block,G,plot,treatment,flower_genus,flower_species,flower,number_plants,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,notes,floral_resources,avg_flowers
2,IR,9:59,8/13/18,1,2,10,BJ,prairie,Ratibida,pinnata,Ratibida_pinnata,9,1,2,1,1,1,1,1,1,1,,,10,
2,IR,9:59,8/13/18,1,2,10,BJ,prairie,Rudbeckia,hirta,Rudbeckia_hirta,1,1,,,,,,,,,,,1,
2,IR,9:59,8/13/18,1,2,10,BJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,550,6,2,1,5,1,1,1,1,1,5,,1320,
3,CL,13:52,8/30/18,20,2,10,BJ,prairie,Daucus,carota,Daucus_carota,5,2,3,3,1,2,,,,,,,11,
3,CL,13:52,8/30/18,20,2,10,BJ,prairie,Solidago,canadensis,Solidago_canadensis,2,60,35,,,,,,,,,,95,
3,CL,13:52,8/30/18,20,2,10,BJ,prairie,Solidago,rigida,Solidago_rigida,2,23,18,,,,,,,,,,41,
3,CL,13:52,8/30/18,20,2,10,BJ,prairie,Solidago,speciosa,Solidago_speciosa,91,28,25,42,95,115,5,18,45,3,80,,4149.6,
4,IR,11:15,9/20/18,90,2,10,BJ,prairie,Daucus,carota,Daucus_carota,1,7,,,,,,,,,,,7,
4,IR,11:15,9/20/18,90,2,10,BJ,prairie,round leafed Solidago,,Solidago_round,5,30,37,28,32,92,,,,,,,219,
4,IR,11:15,9/20/18,90,2,10,BJ,prairie,Symphotrichum,novae-angliae,Symphotrichum_novaeangliae,9,2,2,2,7,6,2,1,2,1,,,25,
4,IR,11:15,9/20/18,90,2,10,BJ,prairie,unknown,unknown,Solidago_bigflow,75,11,67,8,23,25,21,46,141,25,15,big flowered solidago,2865,
1,JW,13:10,7/18/18,5,3,5,CE,switchgrass,Monarda,fistulosa,Monarda_fistulosa,63,14,20,16,17,12,10,18,12,7,3,,812.7,
1,JW,13:10,7/18/18,5,3,5,CE,switchgrass,Ratibida,pinnata,Ratibida_pinnata,5,1,2,1,2,2,,,,,,,8,
2,AB,10:50,8/13/18,10,3,5,CE,switchgrass,Daucus,carota,Daucus_carota,1,13,,,,,,,,,,,13,
2,AB,10:50,8/13/18,10,3,5,CE,switchgrass,Erigeron,annus,Erigeron,1,4,,,,,,,,,,,4,
2,AB,10:50,8/13/18,10,3,5,CE,switchgrass,Ratibida,pinnata,Ratibida_pinnata,45,1,1,1,1,1,1,1,1,1,1,,45,
3,IR,9:53,9/3/18,20,3,5,CE,switchgrass,Solidago,canadensis,Solidago_canadensis,89,4,6,7,22,2,4,3,3,6,5,raceme=flower,551.8,
1,JW,10:46,7/18/18,10,3,7,CG,native grass,Achillea,millefolium,Achillea_millefolium,8,7,12,15,10,13,22,5,27,,,,111,
1,JW,10:46,7/18/18,10,3,7,CG,native grass,Daucus,carota,Daucus_carota,14,37,26,40,25,29,30,19,26,50,15,,415.8,
1,JW,10:46,7/18/18,10,3,7,CG,native grass,Monarda,fistulosa,Monarda_fistulosa,159,20,23,12,10,15,26,24,30,18,22,,3180,
1,AK,10:55,7/18/18,10,3,7,CG,native grass,Monarda,fistulosa,Monarda_fistulosa,441,34,33,22,10,29,35,22,,,,,11655,
1,JW,10:46,7/18/18,10,3,7,CG,native grass,Ratibida,pinnata,Ratibida_pinnata,6,1,1,2,1,1,1,,,,,,7,
2,AB,10:50,8/13/18,10,3,7,CG,native grass,0,0,,0,,,,,,,,,,,,0,
3,IR,15:15,9/3/18,,3,7,CG,native grass,Daucus,carota,Daucus_carota,1,17,,,,,,,,,,,17,
3,IR,15:15,9/3/18,,3,7,CG,native grass,Solidago,canadensis,Solidago_canadensis,42,24,9,5,1,7,6,4,5,5,3,,289.8,
3,IR,15:15,9/3/18,,3,7,CG,native grass,Solidago,graminifolia,Solidago_graminifolia,2,41,25,,,,,,,,,,66,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Daucus,carota,Daucus_carota,9,36,32,24,20,17,45,,,,,,261,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Erigeron,annus,Erigeron,88,2,6,13,4,2,2,8,2,10,16,,572,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Erigeron,strigosus,Erigeron,67,10,8,5,10,15,10,12,11,4,32,,783.9,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Hieracium,kalmii,Hieracium_kalmii,40,2,2,2,1,4,2,3,2,1,4,,92,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Oxalis,sp.,Oxalis,1,1,,,,,,,,,,,1,
1,JW,11:25,7/18/18,10,3,8,CH,poplar,Trifolium,pratense,Trifolium_pratense,17,1,1,3,1,1,2,1,1,1,1,,22.1,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Daucus,carota,Daucus_carota,117,12,10,9,12,7,12,10,35,44,18,,1977.3,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Erigeron,annus,Erigeron,99,4,2,15,17,11,8,17,9,8,9,,990,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Hieracium,kalmii,Hieracium_kalmii,44,1,1,1,1,1,1,1,1,1,1,,44,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Oxalis,stricta,Oxalis,1,1,,,,,,,,,,,1,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Silphium,perfoliatum,Silphium_perfoliatum,25,1,1,1,1,1,1,1,1,1,1,,25,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Solidago,graminifolia,Solidago_graminifolia,34,31,11,45,59,81,95,40,23,5,120,,1734,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Solidago,sp.,Solidago,142,13,18,18,30,3,6,12,16,29,73,pic on phone,3095.6,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Taraxacum,officinale,Taraxacum_officinale,2,1,1,,,,,,,,,,2,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Trifolium,pratense,Trifolium_pratense,186,1,1,1,1,1,1,1,1,1,1,,186,
2,AB,10:50,8/13/18,10,3,8,CH,poplar,Verbena,urticifolia,Verbena_urticifolia,2,60,43,,,,,,,,,,103,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Daucus,carota,Daucus_carota,20,38,27,12,21,30,54,78,77,21,24,,764,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Erigeron,annus,Erigeron,20,5,12,5,1,4,1,8,7,14,1,,116,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Hieracium,kalmii,Hieracium_kalmii,2,1,2,,,,,,,,,,3,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Persicaria,virginiana,Persicaria_virginiana,6,2,2,7,6,2,9,,,,,,28,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Potentilla,,Potentilla,1,1,,,,,,,,,,"small yellow Potentilla, photogrpahed previously",1,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,ragweed,,ragweed,2,66,16,,,,,,,,,,82,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Solidago,canadensis,Solidago_canadensis,1797,10,54,24,14,3,20,1,2,8,15,raceme=flower,27134.7,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Solidago,graminifolia,Solidago_graminifolia,190,9,48,22,20,4,8,5,12,24,,clump=flower,3208.888889,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Symphotrichum,,Symphotrichum_novaeangliae,1,1,,,,,,,,,,purple photographed previously,1,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Trifolium,pratense,Trifolium_pratense,80,1,1,1,1,1,1,1,1,1,1,,80,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,unknown,unknown,Persicaria_virginiana,1,8,,,,,,,,,,"? Persicaria? (pink) photo, raceme=flower",8,
3,IR,11:15,9/3/18,70,3,8,CH,poplar,Verbena,urticifolia,Verbena_urticifolia,31,3,3,6,4,3,7,10,35,24,23,,365.8,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Achillea,millefolium,Achillea_millefolium,3,20,10,10,,,,,,,,,40,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Daucus,carota,Daucus_carota,16,32,30,50,30,35,25,30,40,50,20,,547.2,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Monarda,fistulosa,Monarda_fistulosa,84,20,16,23,14,16,14,20,10,20,12,,1386,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Ratibida,pinnata,Ratibida_pinnata,244,4,3,5,3,2,3,1,1,4,2,,683.2,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Rudbeckia,hirta,Rudbeckia_hirta,1,1,,,,,,,,,,,1,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Solanum,carolinense,Solanum_carolinense,8,3,1,2,1,2,2,1,2,,,,14,
1,JW,9:26,7/18/18,0,3,9,CI,successional,Trifolium,pratense,Trifolium_pratense,4,1,1,1,1,,,,,,,,4,
2,AB,10:50,8/13/18,10,3,9,CI,successional,Daucus,carota,Daucus_carota,124,24,10,17,38,30,12,17,24,15,14,,2492.4,
2,AB,10:50,8/13/18,10,3,9,CI,successional,Oxalis,stricta,Oxalis,2,1,1,,,,,,,,,,2,
2,AB,10:50,8/13/18,10,3,9,CI,successional,Ratibida,pinnata,Ratibida_pinnata,487,1,1,1,1,1,1,1,1,1,1,,487,
2,AB,10:50,8/13/18,10,3,9,CI,successional,Solanum,carolinense,Solanum_carolinense,1,2,,,,,,,,,,,2,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Daucus,carota,Daucus_carota,17,30,12,30,61,12,8,79,14,13,69,sub-umbel=flower,557.6,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Dianthus,armeria,Dianthus_armeria,5,1,3,4,1,1,,,,,,,10,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Oxalis,stricta,Oxalis,1,1,,,,,,,,,,,1,
3,IR,10:25,9/3/18,35,3,9,CI,successional,ragweed,,ragweed,32,13,6,14,15,2,4,1,4,1,1,raceme=flower,195.2,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Ratibida,pinnata,Ratibida_pinnata,7,1,1,1,1,1,1,1,,,,,7,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Silene,latifolia,Silene_latifolia,4,1,1,1,1,,,,,,,,4,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Solanum,carolinense,Solanum_carolinense,2,2,1,,,,,,,,,,3,
3,IR,10:25,9/3/18,35,3,9,CI,successional,Solidago,canadensis,Solidago_canadensis,45,31,14,11,1,1,21,16,18,15,4,raceme=flower,594,
1,JW,10:05,7/18/18,0,3,10,CJ,prairie,Desmodium,sp,Desmodium,505,35,13,20,15,20,10,8,15,,,,8585,
1,JW,10:05,7/18/18,0,3,10,CJ,prairie,Monarda,fistulosa,Monarda_fistulosa,20,20,30,12,20,17,30,5,22,16,12,,368,
1,JW,10:05,7/18/18,0,3,10,CJ,prairie,Ratibida,pinnata,Ratibida_pinnata,13,1,1,1,2,1,1,1,1,1,2,,15.6,
1,JW,10:05,7/18/18,0,3,10,CJ,prairie,Rudbeckia,hirta,Rudbeckia_hirta,2,1,1,,,,,,,,,,2,
1,JW,10:05,7/18/18,0,3,10,CJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,43,1,1,1,2,3,2,2,1,1,1,,64.5,
2,IR,14:05,8/13/18,35,3,10,CJ,prairie,Daucus,carota,Daucus_carota,17,50,102,31,161,56,40,32,50,50,18,,1003,
2,IR,14:05,8/13/18,35,3,10,CJ,prairie,Desmodium,sp.,Desmodium,1,9,,,,,,,,,,,9,
2,IR,14:05,8/13/18,35,3,10,CJ,prairie,Ratibida,pinnata,Ratibida_pinnata,1,1,,,,,,,,,,,1,
2,IR,14:05,8/13/18,35,3,10,CJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,88,5,2,5,3,1,1,1,6,2,4,,264,
3,IR,14:55,9/3/18,50,3,10,CJ,prairie,Daucus,carota,Daucus_carota,5,8,18,17,13,2,,,,,,,58,
3,IR,14:55,9/3/18,50,3,10,CJ,prairie,Dianthus,armeria,Dianthus_armeria,1,1,,,,,,,,,,,1,
3,IR,14:55,9/3/18,50,3,10,CJ,prairie,Solidago,canadensis,Solidago_canadensis,3,4,4,1,,,,,,,,,9,
3,IR,14:55,9/3/18,50,3,10,CJ,prairie,Solidago,,Solidago,6,6,44,65,7,4,20,,,,,"solidago with feather veins, big petals, as in graminifolia, photographed previously",146,
3,IR,14:55,9/3/18,50,3,10,CJ,prairie,Symphotrichum,,Symphotrichum_novaeangliae,1,6,,,,,,,,,,"white, photographed previously",6,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Daucus,carota,Daucus_carota,16,34,72,12,14,6,20,23,66,21,10,,444.8,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Erigeron,annus,Erigeron,4,3,9,,,,,,,,,,24,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Hypericum,perforatum,Hypericum_perforatum,1,2,4,3,9,,,,,,,,4.5,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Monarda,fistulosa,Monarda_fistulosa,923,41,27,31,15,25,19,17,18,40,18,,23167.3,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Ratibida,pinnata,Ratibida_pinnata,78,1,1,1,1,1,1,1,1,1,1,,78,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Rudbeckia,hirta,Rudbeckia_hirta,15,1,1,1,1,1,1,1,1,1,1,,15,
1,LK,11:20,7/18/18,5,4,5,DE,switchgrass,Torilis,sp.,Torilis,21,3,5,5,5,8,5,4,8,7,2,,109.2,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Daucus,carota,Daucus_carota,27,29,23,20,19,18,27,19,40,29,21,,661.5,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Hieracium,sp.,Hieracium_kalmii,4,5,8,4,2,,,,,,,"photo 11:19, 3 ft tall spiney under vein",19,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Hypericum,perforatum,Hypericum_perforatum,1,27,,,,,,,,,,,27,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Monarda,fistulosa,Monarda_fistulosa,7,3,1,2,2,6,7,6,,,,,27,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Ratibida,pinnata,Ratibida_pinnata,62,1,1,1,1,1,1,1,1,1,1,,62,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,Solidago,sp.,Solidago,43,3,55,4,16,4,14,1,3,36,18,photo 11:21,662.2,
2,LK,9:00,8/10/18,100,4,5,DE,switchgrass,unknown,unknown,unknown7,3,8,3,40,,,,,,,,unknown tiny daisy 11:11,51,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Daucus,carota,Daucus_carota,3,7,73,56,,,,,,,,,136,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Hieracium,kalmii,Hieracium_kalmii,1,1,,,,,,,,,,,1,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Hypericum,perforatum,Hypericum_perforatum,1,3,,,,,,,,,,,3,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Lactuca,serriola,Lactuca_serriola,1,3,,,,,,,,,,,3,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Silene,latifolia,Silene_latifolia,3,1,1,1,,,,,,,,,3,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Solidago,canadensis,Solidago_canadensis,19,1,6,3,2,1,8,1,4,2,4,,60.8,
3,IR,12:07,8/29/18,98,4,5,DE,switchgrass,Solidago,graminifolia,Solidago_graminifolia,1,70,,,,,,,,,,,70,
1,AK,10:55,7/18/18,10,4,7,DG,native grass,Monarda,fistulosa,Monarda_fistulosa,36,12,22,14,6,15,12,10,37,16,27,,615.6,
2,LK,9:00,8/10/18,100,4,7,DG,native grass,0,0,,0,,,,,,,,,,,,0,
3,IR,14:29,8/29/18,98,4,7,DG,native grass,Solidago,canadensis,Solidago_canadensis,3,4,4,5,,,,,,,,,13,
3,IR,14:29,8/29/18,98,4,7,DG,native grass,Solidago,graminifolia,Solidago_graminifolia,2,2,20,33,8,6,,,,,,,27.6,
1,LK,12:20,7/18/18,5,4,8,DH,poplar,Erigeron,annus,Erigeron,3,14,6,27,,,,,,,,,47,
1,LK,12:20,7/18/18,5,4,8,DH,poplar,Hieracium,kalmii,Hieracium_kalmii,16,1,1,2,1,3,3,1,1,3,6,,35.2,
1,LK,12:20,7/18/18,5,4,8,DH,poplar,Rudbeckia,hirta,Rudbeckia_hirta,33,1,1,1,1,1,1,1,1,1,1,,33,
1,LK,12:20,7/18/18,5,4,8,DH,poplar,unknown,unknown,unknown4,1,4,,,,,,,,,,"unknown prickly vine photo, raspberry? Photo 12:30",4,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,Daucus,carota,Daucus_carota,16,25,14,20,20,13,26,11,13,22,21,,296,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,Erigeron,annus,Erigeron,7,5,15,7,18,9,10,8,,,,,72,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,Hieracium,kalmii,Hieracium_kalmii,7,4,3,1,1,1,2,1,,,,,13,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,Ratibida,pinnata,Ratibida_pinnata,8,1,1,1,1,1,1,1,1,,,,8,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,Solidago,sp.,Solidago,12,5,15,12,17,6,3,23,11,11,8,photo 11:21,133.2,
2,LK,9:00,8/10/18,100,4,8,DH,poplar,unknown,unknown,unknown7,1,1,,,,,,,,,,unknown tiny daisy photo 11:11,1,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Daucus,carota,Daucus_carota,16,9,34,26,22,13,19,18,10,24,31,,329.6,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Hieracium,kalmii,Hieracium_kalmii,1,1,,,,,,,,,,,1,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Persicaria,virginiana,Persicaria_virginiana,1,17,,,,,,,,,,,17,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,ragweed,,ragweed,5,9,10,12,79,14,,,,,,,124,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Solidago,canadensis,Solidago_canadensis,1828,,,,,,,,,,,,#DIV/0!,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Solidago,graminifolia,Solidago_graminifolia,138,,,,,,,,,,,,#DIV/0!,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,Symphotrichum,sp.,Symphotrichum_novaeangliae,1,3,,,,,,,,,,photos,3,
3,IR,13:57,8/29/18,98,4,8,DH,poplar,unknown,unknown,unknown3,1,1,,,,,,,,,,chamomile,1,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Anthemis,cotula,Anthemis_cotula,2,1,1,,,,,,,,,,2,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Asclepias,syriaca,Asclepias_syriaca,5,26,4,67,23,16,1,,,,,1 umbel = plant flower = flower,114.1666667,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Daucus,carota,Daucus_carota,182,33,69,5,6,41,8,6,97,73,25,,6606.6,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Dianthus,armeria,Dianthus_armeria,137,3,1,1,1,2,2,1,1,5,2,,260.3,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Erigeron,annus,Erigeron,12,89,10,4,10,63,31,5,36,34,85,,440.4,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Hieracium,kalmii,Hieracium_kalmii,4,1,1,3,1,,,,,,,,6,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Hypericum,perforatum,Hypericum_perforatum,1,14,20,,,,,,,,,,17,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Monarda,fistulosa,Monarda_fistulosa,1087,22.02298851,,,,,,,,,,20Dec19 - number of flowers per plant were not recorded. I averaged the number of flowers per plant for this same species that were measured in different plots on this day. ,23938.98851,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Phytolacca,americana,Phytolacca_americana,11,7,6,10,10,1,13,4,2,9,7,,75.9,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Ratibida,pinnata,Ratibida_pinnata,131,1,1,1,1,1,1,1,1,1,1,,131,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Rudbeckia,hirta,Rudbeckia_hirta,11,1,1,1,1,1,1,1,1,1,1,,11,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Silene,latifolia,Silene_latifolia,1,1,,,,,,,,,,,1,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Silphium,perfoliatum,Silphium_perfoliatum,21,1,1,1,1,1,1,1,1,1,1,,21,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Torilis,sp.,Torilis,227,8,12,6,6,,,,,,,,1816,
1,LK,13:10,7/18/18,1,4,9,DI,successional,Verbascum,thapsis,Verbascum_thapsis,1,1,,,,,,,,,,,1,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Daucus,carota,Daucus_carota,326,29,23,16,25,24,22,27,21,26,30,,7921.8,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Dianthus,armeria,Dianthus_armeria,150,2,2,2,1,1,1,2,1,2,1,,225,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Erigeron,annus,Erigeron,25,2,4,6,10,17,17,21,22,6,19,,310,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Hypericum,perforatum,Hypericum_perforatum,2,9,7,,,,,,,,,,16,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Monarda,fistulosa,Monarda_fistulosa,5,2,2,5,16,7,,,,,,,32,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Ratibida,pinnata,Ratibida_pinnata,48,1,1,1,1,1,1,1,1,1,1,,48,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Silene,latifolia,Silene_latifolia,33,1,3,2,3,1,1,1,1,1,1,,49.5,
2,LK,9:00,8/10/18,100,4,9,DI,successional,Silphium,perfoliatum,Silphium_perfoliatum,119,1,1,1,1,1,1,1,1,1,1,,119,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Daucus,carota,Daucus_carota,37,49,9,35,125,19,15,35,16,73,137,,1898.1,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Dianthus,armeria,Dianthus_armeria,314,1,1,1,1,1,1,1,1,1,1,flower=plant,314,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Erigeron,annus,Erigeron,1,16,,,,,,,,,,,16,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Hypericum,perforatum,Hypericum_perforatum,2,3,11,,,,,,,,,,14,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Lactuca,serriola,Lactuca_serriola,41,2,4,2,2,3,1,2,3,4,10,,135.3,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Oenothera,biennis,Oenothera_biennis,1,14,,,,,,,,,,,14,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Plantago,lanceolata,Plantago_lanceolata,1,1,,,,,,,,,,,1,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Potentilla,sp.,Potentilla,1,4,,,,,,,,,,,4,
3,IR,9:40,8/29/18,100,4,9,DI,successional,ragweed,,ragweed,11,29,239,60,42,63,190,23,184,24,52,raceme=flower,996.6,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Ratibida,pinnata,Ratibida_pinnata,11,1,1,1,1,1,1,1,1,1,1,flower=plant,11,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Silene,latifolia,Silene_latifolia,70,1,1,1,1,1,1,1,1,1,1,flower=plant,70,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Silphium,perfoliatum,Silphium_perfoliatum,8,8,4,4,4,3,1,3,5,,,,32,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Solidago,canadensis,Solidago_canadensis,167,31,8,8,7,3,15,22,7,7,5,raceme=flowers,1887.1,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Solidago,graminifolia,Solidago_graminifolia,14,330,168,185,148,20,210,225,99,18,224,,2277.8,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Verbena,urticifolia,Verbena_urticifolia,2,1,3,,,,,,,,,,4,
3,IR,9:40,8/29/18,100,4,9,DI,successional,Veronica,persica,Veronica_persica,3,3,1,3,,,,,,,,,7,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Achillea,millefolium,Achillea_millefolium,4,18,10,31,34,6,52,82,66,80,73,,180.8,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Daucus,carota,Daucus_carota,4,10,9,5,6,,,,,,,,30,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Desmodium,sp.,Desmodium,154,1,1,1,1,2,2,6,4,1,1,photo yesterday,308,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Dianthus,armeria,Dianthus_armeria,4,3,1,1,1,,,,,,,,6,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Erigeron,annus,Erigeron,1,1,,,,,,,,,,,1,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Monarda,fistulosa,Monarda_fistulosa,55,6,15,18,11,22,4,7,2,1,18,,572,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Ratibida,pinnata,Ratibida_pinnata,15,1,1,1,1,1,1,1,1,1,1,,15,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,37,1,1,1,1,1,1,1,1,1,1,,37,
1,LK,12:38,7/18/18,5,4,10,DJ,prairie,unknown,unknown,unknown6,5,5,8,12,1,6,,,,,,"unknown purple fabaceae, photo 12:38 plant = haed, flower=flowers",32,
2,LK,9:00,8/10/18,100,4,10,DJ,prairie,Daucus,carota,Daucus_carota,81,32,26,15,16,20,18,39,46,25,27,,2138.4,
2,LK,9:00,8/10/18,100,4,10,DJ,prairie,Erigeron,annus,Erigeron,1,3,,,,,,,,,,,3,
2,LK,9:00,8/10/18,100,4,10,DJ,prairie,Ratibida,pinnata,Ratibida_pinnata,26,1,1,1,1,1,1,1,1,1,1,,26,
2,LK,9:00,8/10/18,100,4,10,DJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,124,1,1,1,1,1,1,1,1,1,1,,124,
2,LK,9:00,8/10/18,100,4,10,DJ,prairie,unknown,unknown,unknown6,1,3,,,,,,,,,,unknown purple,3,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Daucus,carota,Daucus_carota,26,24,24,121,30,31,20,17,12,17,4,,780,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Solidago,canadensis,Solidago_canadensis,40,3,14,10,5,4,9,8,1,7,7,,272,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Solidago,graminifolia,Solidago_graminifolia,5,5,44,76,8,3,,,,,,,136,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Solidago,sp.,Solidago_round,3,4,3,12,,,,,,,,round eafed solidago,19,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Solidago,sp.,Solidago,2,8,3,,,,,,,,,"big flowered, narrow, entire, feathered leavef solidago",11,
3,IR,13:18,8/29/18,40,4,10,DJ,prairie,Solidago,speciosa,Solidago_speciosa,20,29.45,,,,,,,,,,20Dec19 - number of flowers per plant were not recorded. I averaged the number of flowers per plant for this same species that were measured in different plots on this day. ,589,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Daucus,carota,Daucus_carota,9,15,15,8,6,65,37,44,51,14,,,255,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Erigeron,annus,Erigeron,1,15,,,,,,,,,,,15,
